Сумма.баллов,Оценка.1,Оценка.2,Оценка.3,Оценка.4,ГТО.оценка,Сочинение.оценка,Аттестат.с.отличием.оценка,Оригинал.,Общежитие,Дата.заявления,Тип.насел..пункта,Участие.в.олимпиадах,Дата.выдачи.док..об.образов,Школа,Сумма.положительных.оценок,,,
327,65,88,72,98,2,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 14:18:23,ГОРОД,Не является  победителем олимпиады,23.06.2018,ЛИЦ ЭЛИСТИНСК ЛИЦ ЭЛИСТ,323,,,
306,50,82,78,96,0,0,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД,Не является  победителем олимпиады,25.06.2018,ГИМНАЗ ОБНИНСК,306,,,
345,70,88,94,87,0,1,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 14:23:08,ГОРОД,Не является  победителем олимпиады,25.06.2018,СОШ 8 ЕЛИЗОВ,339,,,
286,55,76,64,89,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 14:24:52,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1533 МОСКВ,284,,,
314,60,78,78,94,2,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 14:27:45,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 2087 МОСКВ,310,,,
303,50,72,82,98,0,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 14:28:39,ГОРОД,Не является  победителем олимпиады,26.06.2018,СОШ 82 ЧЕРНОГОЛОВК,302,,,
331,80,78,94,78,0,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 14:28:49,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,Не является  победителем олимпиады,26.06.2018,СОШ 19 ЛАДОЖСК,330,,,
301,75,78,62,82,2,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД,Не является  победителем олимпиады,29.06.2018,СОШ 22 КОВРОВ,297,,,
360,85,80,90,98,0,2,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД,Не является  победителем олимпиады,25.06.2018,ЛИЦ БИЙСК ЛИЦ ИНТЕРНАТ АЛТАЙСК КРАЯ,353,,,
373,100,78,100,94,0,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД,Призер олимпиады из Перечня,28.06.2018,ЛИЦ 3 САРОВ,372,,,
348,80,92,90,85,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1568 МОСКВ,347,,,
330,70,78,98,84,0,0,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2011,СОШ 933 МОСКВ,330,,,
376,100,88,100,80,0,3,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 14:52:39,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Призер олимпиады из Перечня,23.06.2018,ЛИЦ РЕСПУБЛИКАНСК ЛИЦ ДЛ ОДАРЕННЫХ ДЕТЕЙ САРАНСК,368,,,
345,70,92,92,89,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 14:58:54,ГОРОД,Не является  победителем олимпиады,27.06.2018,ЛИЦ АСТРАХАНСК ТЕХНИЧЕСК ЛИЦ,343,,,
212,70,50,37,54,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,09.07.2018,СОШ BAKU OXFORD SCHOOL,211,,,
315,70,70,86,87,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 15:17:13,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,26.06.2018,ЛИЦ 2 ЧЕБОКСАР,313,,,
329,65,76,98,89,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 15:17:22,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ 1517 МОСКВ,328,,,
315,50,98,76,87,2,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 15:37:35,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1560 МОСКВ,311,,,
331,70,84,84,85,2,1,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,26.06.2018,СОШ 1 ДЕСНОГОРСК,323,,,
285,55,74,64,89,0,3,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1502 МОСКВ,282,,,
339,70,88,84,96,0,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 15:53:17,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ 19 ЛИПЕЦК,338,,,
349,70,84,92,96,0,2,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 1905 МОСКВ,342,,,
394,100,98,100,94,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 16:02:30,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Победитель олимпиады из Перечня,23.06.2018,ЛИЦ 1580 МОСКВ,392,,,
301,65,74,80,81,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 16:09:16,ГОРОД,Не является  победителем олимпиады,27.06.2017,ЛИЦ 14 ЖУКОВСК,300,,,
325,65,86,86,87,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,26.06.2018,ГИМНАЗ 6 ТИХОРЕЦК,324,,,
339,60,84,100,89,0,1,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Призер олимпиады из Перечня,27.06.2018,ЛИЦ ФИЗИКО МАТЕМАТИЧЕСК ЛИЦ ОРЕНБУРГ,333,,,
322,65,90,74,89,2,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,Не является  победителем олимпиады,29.06.2018,ЛИЦ 14 ЖУКОВСК,318,,,
353,80,82,82,100,2,2,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 16:25:49,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,27.06.2018,ЛИЦ 2 ТУЛ,344,,,
278,55,80,52,89,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 179 МОСКВ,276,,,
295,50,82,92,70,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,22.06.2018,СОШ 2006 МОСКВ,294,,,
358,80,100,92,86,0,0,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 16:31:19,ГОРОД,Не является  победителем олимпиады,21.06.2001,СОШ 11 ИШИМБ,358,,,
325,60,80,88,94,2,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 16:33:24,НАСЕЛЕННЫЙ ПУНКТ ГОРОДСКОГО ТИПА,Не является  победителем олимпиады,26.06.2018,СОШ 30 МОСТОВСК,322,,,
352,90,88,84,89,0,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД,Не является  победителем олимпиады,24.06.2018,ЛИЦ 3 ЧЕБОКСАР,351,ЛИЦЕЙ,,
348,70,92,100,85,0,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 16:37:30,ГОРОД,Призер олимпиады из Перечня,23.06.2018,ЛИЦ КАЛИНИНГРАД,347,,,
353,90,86,92,82,0,3,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 16:41:35,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,28.06.2018,ЛИЦ ТПУ ТОМСК,350,,,
356,80,86,92,96,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 16:43:00,ГОРОД,Не является  победителем олимпиады,26.06.2018,ЛИЦ БАЛАШИХ,354,,,
329,60,78,90,94,0,2,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД,Не является  победителем олимпиады,24.06.2018,ГИМНАЗ 3 ИВАНТЕЕВК,322,,,
311,50,82,86,87,0,1,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 16:56:34,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ ТРОПАРЕВ МОСКВ,305,,,
305,65,70,80,89,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 16:57:31,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1581 МОСКВ,304,,,
318,60,78,90,89,0,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 16:59:14,ГОРОД,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1581 МОСКВ,317,,,
187,35,48,41,63,0,0,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2011,ЛИЦ 4 КРАСНОГОРСК,187,,,
302,50,98,76,76,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2016,ЛИЦ 1568 МОСКВ,300,,,
334,55,84,90,96,2,2,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 17:05:52,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,Не является  победителем олимпиады,29.06.2018,СОШ 22 КОВРОВ,325,,,
364,100,100,82,80,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 17:56:30,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Призер олимпиады из Перечня,25.06.2018,ЛИЦ ЗАБАЙКАЛЬСК КРАЕВ ЛИЦ ИНТЕРНАТ ЧИТ,362,,,
326,70,80,90,85,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 17:58:00,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1550 МОСКВ,325,,,
331,60,86,88,91,0,1,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 641 МОСКВ,325,,,
300,50,76,84,87,2,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 18:00:09,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 982 МОСКВ,297,,,
381,100,88,100,91,2,0,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,СОШ 2104 МОСКВ,379,,,
348,100,76,90,80,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 18:19:59,ГОРОД,Призер олимпиады из Перечня,23.06.2018,ГИМНАЗ ОЛЬБИНСКО СЕРГИЕВ ПОСАД,346,,,
308,50,84,86,87,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 18:21:28,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1553 МОСКВ,307,,,
303,60,84,72,87,0,0,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 18:23:31,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1568 МОСКВ,303,,,
304,50,62,94,91,0,2,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 18:30:58,НАСЕЛЕННЫЙ ПУНКТ ГОРОДСКОГО ТИПА,Не является  победителем олимпиады,27.06.2018,СОШ 1 БАЗАРН,297,,,
384,100,96,94,89,0,0,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД,Призер олимпиады из Перечня,23.06.2018,ЛИЦ 15 СТАВРОПОЛ,379,,,
249,50,62,57,80,0,0,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 18:40:04,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,26.06.2018,СОШ 12 ВИЧУГ,249,,,
335,70,74,88,96,0,2,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 18:41:56,ГОРОД,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ 103 МИНЕРАЛЬН,328,,,
321,70,78,76,89,0,3,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 18:44:25,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,21.06.2018,ТЮМЕНСК ГОСУДАРСТВЕНН УНИВЕРСИТЕТ,313,,,
280,55,70,58,89,0,3,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД,Не является  победителем олимпиады,26.06.2018,ГИМНАЗ ПРЕПОДОБН СЕРГ РАДОНЕЖСК ГОРОД СЕРГИЕВ ПОСАД,272,,,
281,35,82,68,96,0,0,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 18:46:30,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1533 МОСКВ,281,,,
349,70,82,92,98,0,2,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1511,342,,,
337,70,84,88,94,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 18:52:47,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 315 МОСКВ,336,,,
303,60,74,80,82,0,2,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД,Не является  победителем олимпиады,23.06.2018,СОШ 118 МОСКВ,296,,,
312,85,62,82,80,2,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД,Не является  победителем олимпиады,25.06.2018,ВВА ИМЕНИ ПРОФЕССОРА Н.Е.ЖУКОВСКОГО И Ю.А.ГАГАРИНА,309,,,
389,100,84,100,98,0,2,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД,Призер олимпиады из Перечня,27.06.2018,СОШ 3 БУГУРУСЛАН,382,,,
272,30,76,62,96,2,1,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,25.06.2018,СОШ 291 САНКТ-ПЕТЕРБУРГ,264,,,
319,60,92,84,82,0,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 19:06:08,ГОРОД,Не является  победителем олимпиады,25.06.2018,ГИМНАЗ 2 РАМЕНСКО,318,,,
373,100,86,96,89,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Призер олимпиады из Перечня,28.06.2018,СУНЦ УРФ,371,,,
350,100,82,72,89,0,2,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,НАСЕЛЕННЫЙ ПУНКТ ГОРОДСКОГО ТИПА,Призер олимпиады из Перечня,02.07.2018,СОШ 24 РЫБИНСК,343,,,
321,60,74,90,96,0,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,26.06.2018,ЛИЦ 82 НИЖНЕГО,320,,,
301,35,78,82,98,2,1,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,29.06.2018,ЛИЦ 150 САНКТ-ПЕТЕРБУРГ,293,,,
322,65,72,86,91,0,3,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 83 УФ,314,Непроходной балл,ЛИЦЕЙ,
340,65,82,100,91,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД,Призер олимпиады из Перечня,30.06.2018,ЛИЦ 39 ОЗЕРСК,338,,,
345,70,80,88,98,2,2,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,Не является  победителем олимпиады,24.06.2018,ЛИЦ ГУБЕРНАТОРСК ОРЕНБУРГ,336,,,
339,60,78,94,100,0,2,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 19:29:58,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ КАРЬЕРА МОСКВ,332,,,
377,100,84,100,91,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Призер олимпиады из Перечня,23.06.2018,ЛИЦ 153 УФ,375,,,
330,100,84,48,96,2,0,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД,Призер олимпиады из Перечня,23.06.2018,ЛИЦ 1 НЕВИННОМЫССК,328,,,
310,50,74,84,94,0,3,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018 19:51:31,ГОРОД,Не является  победителем олимпиады,27.06.2018,СОШ 37 ОРЕНБУРГ,302,,,
348,100,90,78,78,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД,Призер олимпиады из Перечня,28.06.2018,ЛИЦ 2 АЛЬМЕТЬЕВСК,346,,,
375,100,88,100,85,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Призер олимпиады из Перечня,23.06.2018,ЛИЦ 153 УФ,373,,,
276,35,88,58,91,2,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,24.06.2016,ЛИЦ 1524 МОСКВ,272,,,
327,60,82,92,87,0,1,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ УРАЙ,321,,,
367,100,84,82,100,0,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Призер олимпиады из Перечня,28.06.2018,СОШ 146 ПЕРМ,366,,,
358,70,98,94,94,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД,Не является  победителем олимпиады,23.06.2016,ЛИЦ АСТРАХАНСК ТЕХНИЧЕСК ЛИЦ,356,,,
331,100,78,78,73,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,25.06.2018,ЛИЦ 30 САНКТ-ПЕТЕРБУРГ,329,,,
383,95,90,98,98,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,05.07.2018,ЛИЦ 239 САНКТ,381,,,
320,50,86,86,96,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 2 ЮЖНО-САХАЛИНСК,318,,,
360,100,82,96,80,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД,Призер олимпиады из Перечня,23.06.2018,ЛИЦ 44 ЛИПЕЦК,358,,,
337,60,92,80,98,0,2,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,Не является  победителем олимпиады,27.06.2018,СОШ 56 МАГНИТОГОРСК,330,,,
318,60,84,80,89,2,3,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ГОРОД,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1 НЕФТЕКАМСК,313,,,
326,60,82,84,94,0,1,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,09.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,23.06.2018,ЛИЦ АРХАНГЕЛЬСК ГОСУДАРСТВЕНН ЛИЦ ИМ М В ЛОМОНОСОВА,320,,,
